accfile,sup,type,assembly,date,url,output_type,biol_reps,acc,best_samps,dateMax,tissue,GENEID,SYMBOL
ENCFF392AEV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF392AEV/@@download/ENCFF392AEV.bed.gz,peaks,1_2,ENCSR154HRN,1_2,2018-12-03,K562,ENSG00000135486,HNRNPA1
ENCFF440ROZ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF440ROZ/@@download/ENCFF440ROZ.bed.gz,peaks,1_2,ENCSR550DVK,1_2,2018-12-03,HepG2,ENSG00000092199,HNRNPC
ENCFF167CDB,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF167CDB/@@download/ENCFF167CDB.bed.gz,peaks,1_2,ENCSR249ROI,1_2,2018-12-03,K562,ENSG00000092199,HNRNPC
ENCFF855CPQ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF855CPQ/@@download/ENCFF855CPQ.bed.gz,peaks,1_2,ENCSR828ZID,1_2,2018-12-03,HepG2,ENSG00000165119,HNRNPK
ENCFF918XJQ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF918XJQ/@@download/ENCFF918XJQ.bed.gz,peaks,1_2,ENCSR268ETU,1_2,2018-12-03,K562,ENSG00000165119,HNRNPK
ENCFF266TKW,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF266TKW/@@download/ENCFF266TKW.bed.gz,peaks,1_2,ENCSR724RDN,1_2,2018-12-03,HepG2,ENSG00000104824,HNRNPL
ENCFF917CBK,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF917CBK/@@download/ENCFF917CBK.bed.gz,peaks,1_2,ENCSR795CAI,1_2,2018-12-03,K562,ENSG00000104824,HNRNPL
ENCFF752JNY,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF752JNY/@@download/ENCFF752JNY.bed.gz,peaks,1_2,ENCSR267UCX,1_2,2018-12-03,HepG2,ENSG00000099783,HNRNPM
ENCFF445ENC,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF445ENC/@@download/ENCFF445ENC.bed.gz,peaks,1_2,ENCSR412NOW,1_2,2018-12-03,K562,ENSG00000099783,HNRNPM
ENCFF039XQD,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF039XQD/@@download/ENCFF039XQD.bed.gz,peaks,1_2,ENCSR240MVJ,1_2,2018-12-03,HepG2,ENSG00000153187,HNRNPU
ENCFF241DVU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF241DVU/@@download/ENCFF241DVU.bed.gz,peaks,1_2,ENCSR520BZQ,1_2,2018-12-03,K562,ENSG00000153187,HNRNPU
ENCFF610JVZ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF610JVZ/@@download/ENCFF610JVZ.bed.gz,peaks,1_2,ENCSR755TJC,1_2,2018-12-03,HepG2,ENSG00000105323,HNRNPUL1
ENCFF889AWX,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF889AWX/@@download/ENCFF889AWX.bed.gz,peaks,1_2,ENCSR571VHI,1_2,2018-12-03,K562,ENSG00000105323,HNRNPUL1
ENCFF442USD,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF442USD/@@download/ENCFF442USD.bed.gz,peaks,1_2,ENCSR744GEU,1_2,2018-12-03,HepG2,ENSG00000159217,IGF2BP1
ENCFF650LMV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF650LMV/@@download/ENCFF650LMV.bed.gz,peaks,1_2,ENCSR975KIR,1_2,2018-12-03,K562,ENSG00000159217,IGF2BP1
ENCFF524ZZB,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF524ZZB/@@download/ENCFF524ZZB.bed.gz,peaks,1_2,ENCSR062NNB,1_2,2018-12-03,K562,ENSG00000073792,IGF2BP2
ENCFF886SDQ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF886SDQ/@@download/ENCFF886SDQ.bed.gz,peaks,1_2,ENCSR993OLA,1_2,2018-12-03,HepG2,ENSG00000136231,IGF2BP3
ENCFF385MJU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF385MJU/@@download/ENCFF385MJU.bed.gz,peaks,1_2,ENCSR438KWZ,1_2,2018-12-03,K562,ENSG00000129351,ILF3
ENCFF071QDP,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF071QDP/@@download/ENCFF071QDP.bed.gz,peaks,1_2,ENCSR786TSC,1_2,2018-12-03,HepG2,ENSG00000129351,ILF3
ENCFF027UTH,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF027UTH/@@download/ENCFF027UTH.bed.gz,peaks,1_2,ENCSR628IDK,1_2,2018-12-03,K562,ENSG00000121774,KHDRBS1
ENCFF771QAU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF771QAU/@@download/ENCFF771QAU.bed.gz,peaks,1_2,ENCSR366DGX,1_2,2018-12-03,HepG2,ENSG00000088247,KHSRP
ENCFF031FMO,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF031FMO/@@download/ENCFF031FMO.bed.gz,peaks,1_2,ENCSR438GZQ,1_2,2018-12-03,K562,ENSG00000088247,KHSRP
ENCFF534JCV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF534JCV/@@download/ENCFF534JCV.bed.gz,peaks,1_2,ENCSR805SRN,1_2,2018-12-03,HepG2,ENSG00000161813,LARP4
ENCFF947CIN,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF947CIN/@@download/ENCFF947CIN.bed.gz,peaks,1_2,ENCSR888YTT,1_2,2018-12-03,K562,ENSG00000161813,LARP4
ENCFF307MDW,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF307MDW/@@download/ENCFF307MDW.bed.gz,peaks,1_2,ENCSR961OKA,1_2,2018-12-03,HepG2,ENSG00000174720,LARP7
ENCFF809CKN,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF809CKN/@@download/ENCFF809CKN.bed.gz,peaks,1_2,ENCSR456KXI,1_2,2018-12-03,K562,ENSG00000174720,LARP7
ENCFF061XNA,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF061XNA/@@download/ENCFF061XNA.bed.gz,peaks,1_2,ENCSR970NKP,1_2,2018-12-03,K562,ENSG00000187772,LIN28B
ENCFF341XMP,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF341XMP/@@download/ENCFF341XMP.bed.gz,peaks,1_2,ENCSR861GYE,1_2,2018-12-03,HepG2,ENSG00000187772,LIN28B
ENCFF985ECA,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF985ECA/@@download/ENCFF985ECA.bed.gz,peaks,1_2,ENCSR135VMS,1_2,2018-12-03,HepG2,ENSG00000155858,LSM11
ENCFF858EHN,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF858EHN/@@download/ENCFF858EHN.bed.gz,peaks,1_2,ENCSR022BVV,1_2,2018-12-03,K562,ENSG00000155858,LSM11
ENCFF587KKM,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF587KKM/@@download/ENCFF587KKM.bed.gz,peaks,1_2,ENCSR290VLT,1_2,2018-12-03,HepG2,ENSG00000015479,MATR3
ENCFF246EPM,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF246EPM/@@download/ENCFF246EPM.bed.gz,peaks,1_2,ENCSR440SUX,1_2,2018-12-03,K562,ENSG00000015479,MATR3
ENCFF644LPB,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF644LPB/@@download/ENCFF644LPB.bed.gz,peaks,1_2,ENCSR303OQD,1_2,2018-12-03,K562,ENSG00000111142,METAP2
ENCFF883KCN,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF883KCN/@@download/ENCFF883KCN.bed.gz,peaks,1_2,ENCSR200DKE,1_2,2018-12-03,K562,ENSG00000107951,MTPAP
ENCFF692RZM,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF692RZM/@@download/ENCFF692RZM.bed.gz,peaks,1_2,ENCSR018RVZ,1_2,2018-12-03,HepG2,ENSG00000114503,NCBP2
ENCFF886MLH,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF886MLH/@@download/ENCFF886MLH.bed.gz,peaks,1_2,ENCSR484LTQ,1_2,2018-12-03,K562,ENSG00000114503,NCBP2
ENCFF033MGP,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF033MGP/@@download/ENCFF033MGP.bed.gz,peaks,1_2,ENCSR361OCV,1_2,2018-12-03,HepG2,ENSG00000132603,NIP7
ENCFF554NIV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF554NIV/@@download/ENCFF554NIV.bed.gz,peaks,1_2,ENCSR891RIC,1_2,2018-12-03,K562,ENSG00000164190,NIPBL
ENCFF045HSV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF045HSV/@@download/ENCFF045HSV.bed.gz,peaks,1_2,ENCSR277DEO,1_2,2018-12-03,HepG2,ENSG00000186416,NKRF
ENCFF914WFQ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF914WFQ/@@download/ENCFF914WFQ.bed.gz,peaks,1_2,ENCSR820DQJ,1_2,2018-12-03,HepG2,ENSG00000100101,RP1-37E16.12
ENCFF137YFD,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF137YFD/@@download/ENCFF137YFD.bed.gz,peaks,1_2,ENCSR194HZU,1_2,2018-12-03,HepG2,ENSG00000166197,NOLC1
ENCFF327YTD,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF327YTD/@@download/ENCFF327YTD.bed.gz,peaks,1_2,ENCSR001VAC,1_2,2018-12-03,K562,ENSG00000166197,NOLC1
ENCFF730QRI,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF730QRI/@@download/ENCFF730QRI.bed.gz,peaks,1_2,ENCSR861PAR,1_2,2018-12-03,K562,ENSG00000147140,NONO
ENCFF154AYH,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF154AYH/@@download/ENCFF154AYH.bed.gz,peaks,1_2,ENCSR867DSZ,1_2,2018-12-03,K562,ENSG00000181163,NPM1
ENCFF233PRB,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF233PRB/@@download/ENCFF233PRB.bed.gz,peaks,1_2,ENCSR081JYH,1_2,2018-12-03,K562,ENSG00000037474,NSUN2
ENCFF452MJL,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF452MJL/@@download/ENCFF452MJL.bed.gz,peaks,1_2,ENCSR958FKZ,1_2,2018-12-03,K562,ENSG00000090621,PABPC4
ENCFF709FEU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF709FEU/@@download/ENCFF709FEU.bed.gz,peaks,1_2,ENCSR820UYE,1_2,2018-12-03,HepG2,ENSG00000100836,PABPN1
ENCFF098REE,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF098REE/@@download/ENCFF098REE.bed.gz,peaks,1_2,ENCSR256CHX,1_2,2018-12-03,HepG2,ENSG00000169564,PCBP1
ENCFF900IOH,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF900IOH/@@download/ENCFF900IOH.bed.gz,peaks,1_2,ENCSR922WJV,1_2,2018-12-03,K562,ENSG00000169564,PCBP1
ENCFF642GNE,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF642GNE/@@download/ENCFF642GNE.bed.gz,peaks,1_2,ENCSR339FUY,1_2,2018-12-03,HepG2,ENSG00000197111,PCBP2
ENCFF588ITW,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF588ITW/@@download/ENCFF588ITW.bed.gz,peaks,1_2,ENCSR001KKZ,1_2,2018-12-03,K562,ENSG00000156531,PHF6
ENCFF591BUK,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF591BUK/@@download/ENCFF591BUK.bed.gz,peaks,1_2,ENCSR820WHR,1_2,2018-12-03,HepG2,ENSG00000168002,POLR2G
ENCFF986XOC,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF986XOC/@@download/ENCFF986XOC.bed.gz,peaks,1_2,ENCSR097NEE,1_2,2018-12-03,HepG2,ENSG00000138398,PPIG
ENCFF559HGK,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF559HGK/@@download/ENCFF559HGK.bed.gz,peaks,1_2,ENCSR197INS,1_2,2018-12-03,K562,ENSG00000131013,PPIL4
ENCFF227EJF,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF227EJF/@@download/ENCFF227EJF.bed.gz,peaks,1_2,ENCSR977OXG,1_2,2018-12-03,HepG2,ENSG00000136875,PRPF4
ENCFF048YPA,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF048YPA/@@download/ENCFF048YPA.bed.gz,peaks,1_2,ENCSR121NVA,1_2,2018-12-03,HepG2,ENSG00000174231,PRPF8
ENCFF858UKE,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF858UKE/@@download/ENCFF858UKE.bed.gz,peaks,1_2,ENCSR534YOI,1_2,2018-12-03,K562,ENSG00000174231,PRPF8
ENCFF907HNN,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF907HNN/@@download/ENCFF907HNN.bed.gz,peaks,1_2,ENCSR981WKN,1_2,2018-12-03,K562,ENSG00000011304,PTBP1
ENCFF726SQU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF726SQU/@@download/ENCFF726SQU.bed.gz,peaks,1_2,ENCSR384KAN,1_2,2018-12-03,HepG2,ENSG00000011304,PTBP1
ENCFF094MQV,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF094MQV/@@download/ENCFF094MQV.bed.gz,peaks,1_2,ENCSR308YNT,1_2,2018-12-03,K562,ENSG00000134644,PUM1
ENCFF880MWQ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF880MWQ/@@download/ENCFF880MWQ.bed.gz,peaks,1_2,ENCSR661ICQ,1_2,2018-12-03,K562,ENSG00000055917,PUM2
ENCFF247NXL,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF247NXL/@@download/ENCFF247NXL.bed.gz,peaks,1_2,ENCSR291XPT,1_2,2018-12-03,K562,ENSG00000177192,PUS1
ENCFF704OCI,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF704OCI/@@download/ENCFF704OCI.bed.gz,peaks,1_2,ENCSR570WLM,1_2,2018-12-03,HepG2,ENSG00000112531,QKI
ENCFF786UOW,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF786UOW/@@download/ENCFF786UOW.bed.gz,peaks,1_2,ENCSR366YOG,1_2,2018-12-03,K562,ENSG00000112531,QKI
ENCFF871NYM,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF871NYM/@@download/ENCFF871NYM.bed.gz,peaks,1_2,ENCSR987FTF,1_2,2018-12-03,HepG2,ENSG00000100320,RBFOX2
ENCFF206RIM,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF206RIM/@@download/ENCFF206RIM.bed.gz,peaks,1_2,ENCSR756CKJ,1_2,2018-12-03,K562,ENSG00000100320,RBFOX2
ENCFF054VLU,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF054VLU/@@download/ENCFF054VLU.bed.gz,peaks,1_2,ENCSR754NDA,1_2,2018-12-03,HepG2,ENSG00000162775,RBM15
ENCFF597MMG,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF597MMG/@@download/ENCFF597MMG.bed.gz,peaks,1_2,ENCSR196INN,1_2,2018-12-03,K562,ENSG00000162775,RBM15
ENCFF972ZMJ,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF972ZMJ/@@download/ENCFF972ZMJ.bed.gz,peaks,1_2,ENCSR295OKT,1_2,2018-12-03,K562,ENSG00000086589,RBM22
ENCFF293IZG,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF293IZG/@@download/ENCFF293IZG.bed.gz,peaks,1_2,ENCSR456JJQ,1_2,2018-12-03,HepG2,ENSG00000086589,RBM22
ENCFF927KRA,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF927KRA/@@download/ENCFF927KRA.bed.gz,peaks,1_2,ENCSR489ABS,1_2,2018-12-03,HepG2,ENSG00000003756,RBM5
ENCFF313WDF,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF313WDF/@@download/ENCFF313WDF.bed.gz,peaks,1_2,ENCSR269AJF,1_2,2018-12-03,K562,ENSG00000142534,RPS11
ENCFF301IJW,FALSE,bed narrowPeak,GRCh38,2018-12-03,https://www.encodeproject.org/files/ENCFF301IJW/@@download/ENCFF301IJW.bed.gz,peaks,1_2,ENCSR766FAC,1_2,2018-12-03,HepG2,ENSG00000149273,RPS3
